68;HUMAN;Taiga Explorer;creature;;4;;;;;3;3;{gift} - Gain +2/+0 if you control 2 mountains. Gain +0/+2 if you control 2 forests.;;0;101000;RARE
69;HUMAN;Savannah Explorer;creature;;4;;;;;3;3;{gift} - Gain +1/+1 if you control 2 deserts. Gain +0/+2 if you control 2 forests.;;0;101000;RARE
70;HUMAN;Sandstone Explorer;creature;;4;;;;;3;3;{gift} - Gain +2/+0 if you control 2 mountains. Gain +1/+1 if you control 2 deserts.;;0;101000;RARE
71;BLUE;Ruby Fish;creature;;1;1;;;;1;1;{aquatic};;2;100009;COMMON
72;BLUE;Lore Thief;creature;;3;2;;;;1;1;"{options|Gains +2/+2|Draw 2 cards.} - Gain +2/+2. - Draw 2 cards.";;2;100010;COMMON
73;BLUE;Gabrian Cistern;structure;;4;2;;;;;3;{production} - Gain {faeria|3}. Deal 1 damage to this structure.;;0;101000;EPIC
74;BLUE;Tyranax;creature;;5;1;;;;4;6;;;2;100009;COMMON
75;BLUE;Gabrian Enchantress;creature;;4;2;;;;2;5;{gift} - Another creature's Attack becomes equal to its Life.;;0;101000;RARE
76;BLUE;Gabrian Commander;creature;;3;2;;;;4;2;"{aquatic}, {charge|3} The first time you draw a card with a base cost of {faeria|7} or higher, gain {flying} and +1/+1.";;2;101000;RARE
77;BLUE;Gabrian Warden;creature;;7;2;;;;4;6;{gift} - Give a creature {protection}.;;2;100010;COMMON
82;BLUE;Spring Mochi;creature;;3;2;;;;2;2;{gift} - The next card you draw with an original cost of {faeria|7} or higher costs {faeria|3} less.;;0;101000;COMMON
83;BLUE;Triton Warrior;creature;;4;2;;;;4;4;{jump};;2;100011;COMMON
84;BLUE;Mystic Beast;creature;;3;3;;;;2;5;{gift} - Gets +2/+0 and {jump} if summoned adjacent to an enemy well.;;2;100010;RARE
85;BLUE;Mirror Phantasm;creature;;7;2;;;;5;5;{gift} - Transform another creature into a 5/5 <b>Mirror Phantasm</b>.;;0;101000;EPIC
86;BLUE;Triton Chef;creature;;2;2;;;;2;2;{gift} - Add a <b>Triton Banquet</b> to your hand.;;0;101000;EPIC
87;BLUE;Ninja Toad;creature;;4;3;;;;3;2;{jump}, {haste};;0;101000;RARE
88;BLUE;Frogify;event;;4;3;;;;;;Transform a creature into a 2/2 <b>Frog</b> with {jump}.;;2;100011;RARE
93;BLUE;Gabrian Enchantment;event;;2;2;;;;;;"A creature's Attack becomes equal to its Life. Draw a card.";;0;101000;COMMON
94;BLUE;Aurora's Creation;event;;5;3;;;;;;Add a copy of a creature to your hand. It costs {faeria|5} less.;;0;101000;EPIC
95;BLUE;Dark Stalker;creature;;3;1;;;;3;2;If you've played an event this turn, costs {faeria|2} less.;;2;100012;COMMON
96;BLUE;Spellwhirl;event;;0;2;;;;;;Add two random blue cards to your hand.;;2;100012;RARE
97;BLUE;Gabrian Noble;creature;;6;3;;;;4;4;{gift} - Summon a 1/1 <b>Ruby Fish</b> (you may summon it on an ocean tile).;;0;101000;RARE
102;BLUE;Aurora's Disciple;creature;;3;2;;;;2;2;Whenever you play an event, gain +1/+1.;;2;101000;COMMON
103;BLUE;Sturdy Shell;creature;;2;1;;;;0;5;{aquatic};;0;101000;COMMON
104;BLUE;Baeru, the First Wave;creature;;8;3;;;;8;10;"{aquatic} {production} - Transform all adjacent lands into lakes.";;0;101000;LEGENDARY
105;BLUE;Stormspawn;creature;;10;2;;;;3;3;{last_words} - Gain {faeria|10}.;;2;101000;COMMON
106;BLUE;Tale of the Old Turtle;event;;6;2;;;;;;Draw 3 cards. All creatures drawn this way cost {faeria|2} less.;;0;101000;EPIC
107;BLUE;Wavecrash Colossus;creature;;8;2;;;;7;7;Costs {faeria|1} less for each time you've harvested from an enemy well (minimum cost: {faeria|4}).;;0;101000;RARE
108;BLUE;Orosei, Dream of the Deep;creature;;10;2;;;;6;6;"{flying}, {charge|2} {gift} - Transform all your other creatures into creatures that cost {faeria|2} more.";;0;101000;LEGENDARY
109;BLUE;Water Elemental;creature;;4;1;;;;3;3;"{jump} {gift} - Create a lake.";;2;100009;COMMON
110;BLUE;Gemsilk Faerie;creature;;2;2;;;;1;1;"{flying} The first time you draw an event, gain +2/+2, and {charge|2}.";;0;101000;EPIC
111;BLUE;Sunken Tower;structure;;2;2;;;;;3;{activate} - Move a land. Deal 1 damage to this structure.;;0;101000;RARE
112;BLUE;Azure Wisp;creature;;4;2;;;;3;3;Whenever you gather faeria from an opponent's well, gain +1/+1.;;0;101000;RARE
113;BLUE;Triton Sanctuary;structure;;2;1;;;;;1;"Whenever you gather faeria, this structure gains +1 Life. {activate} - Destroy it and gain faeria equal to its Life.";;0;101000;RARE
114;BLUE;Aurora's Dream;event;;24;5;;;;;;Draw until you have 9 cards. Reduce the cost of all cards in your hand to {faeria|0}.;;0;101000;LEGENDARY
115;BLUE;Snowstorm Lancer;creature;;5;2;;;;3;5;"{jump} Whenever you play an event, gain +2/+0 this turn (limit +6/+0).";;0;101000;COMMON
116;BLUE;Luduan;creature;;3;1;;;;1;3;Whenever this creature gathers faeria from an opponent's well, add a random blue card to your hand. It costs {faeria|2} less.;;2;101000;EPIC
117;BLUE;Egg of Wonders;structure;;5;3;;;;;3;When you draw a non-legendary creature, Egg of Wonders becomes a copy of it.;;0;101000;EPIC
118;BLUE;Gabrian Archon;creature;;4;2;;;;4;4;"{charge|2} Gain +2/+2 if you've played two cards with a base cost of {faeria|7} or higher.";;2;101000;COMMON
119;BLUE;Triton Diver;creature;;3;1;;;;2;2;{aquatic}, {jump};;2;100011;COMMON
120;BLUE;Shifting Tide;event;;1;1;;;;;;"{options|Move a land|Draw a card} - Move a land. - Draw a card.";;2;101000;COMMON
121;BLUE;Prophet of Tides;creature;;3;2;;;;4;2;{gift} - Move this creature's land twice.;;0;101000;COMMON
122;BLUE;Humbling Vision;event;;3;2;;;;;;Halve a creature's base Attack and Life (rounded up).;;2;100012;COMMON
123;BLUE;Ancient Herald;creature;;6;1;;;;5;6;{gift} - The next creature you draw with 5 Life or more costs {faeria|2} less.;;0;101000;COMMON
124;BLUE;Triton Banquet;event;;3;1;;;;;;Give a creature +1/+1 and {jump}.;;0;101000;RARE
125;BLUE;Aurora, Myth Maker;creature;;4;3;;;;1;1;{gift} - Change another friendly creature's base Attack and Life to 6/6.;;0;101000;LEGENDARY
126;BLUE;Wavecrafter;creature;;6;3;;;;5;6;At the end of your opponent's turn, set ALL players' faeria to {faeria|3}.;;0;101000;EPIC
127;BLUE;Failed Experiment;event;;1;1;;;;;;The next creature you play this turn costs {faeria|4} less. It dies instantly.;;0;101000;EPIC
128;BLUE;Aurora's Trick;event;;4;5;;;;;;Gain control of a creature with 2 Attack or less.;;0;101000;EPIC
129;BLUE;Battle Toads;event;;4;2;;;;;;Summon two 2/2 <b>Frogs</b> with {jump}.;;0;101000;RARE
130;BLUE;Windfall;event;;10;2;;;;;;Gain {faeria|12}.;;2;101000;COMMON
131;GREEN;Sagami Warrior;creature;;3;;1;;;3;4;{dash|2};;2;101000;COMMON
132;GREEN;Bone Collector;creature;;2;;1;;;1;3;Whenever an adjacent creature dies, gain +1/+1.;;0;101000;COMMON
133;GREEN;Soulbound Sagami;creature;;6;;2;;;3;5;{last_words} - A random friendly creature gains +3/+5.;;2;100008;COMMON
134;GREEN;Sagami Grovecaller;creature;;4;;3;;;2;4;{gift} - Teleport another friendly creature to a forest you control.;;0;101000;RARE
135;GREEN;Ancient Beastmaster;creature;;4;;2;;;3;4;When you summon a creature with 5 Life or more, it gains +1/+1.;;0;101000;COMMON
136;GREEN;Gaea's Grace;event;;2;;2;;;;;You and a creature each gain +3 Life.;;0;101000;RARE
137;GREEN;Tiki Chieftain;creature;;3;;2;;;2;2;{gift} - Give a creature {taunt}.;;2;100006;COMMON
138;GREEN;Bloomsprite;creature;;2;;2;;;1;1;{last_words} - Add a random green card to your hand. It costs {faeria|3} less.;;2;100005;COMMON
139;GREEN;Elderwood Hermit;creature;;3;;1;;;1;1;{last_words} - A random friendly creature gains +2/+4.;;0;101000;COMMON
140;GREEN;Tiki Caretaker;creature;;3;;2;;;1;1;{gift} - Give a creature +2/+2.;;2;100006;COMMON
141;GREEN;Tiki Piper;creature;;3;;1;;;1;1;{gift} - Give a creature +0/+4.;;0;101000;COMMON
142;GREEN;Shamanic Dance;event;;2;;2;;;;;Give a creature +0/+4 and {taunt}.;;2;101000;COMMON
143;GREEN;Tiki Totem;structure;;3;;2;;;;3;The first creature you summon per turn gains +1/+1.;;0;101000;RARE
144;GREEN;Possessed Ursus;creature;;5;;2;;;1;8;Whenever this creature is dealt damage, its Attack doubles.;;0;101000;EPIC
149;GREEN;Oakling;creature;;5;;2;;;1;5;{last_words} - A random creature in your hand gains +5/+5.;;0;101000;RARE
150;GREEN;Thyrian Golem;creature;;5;;5;;;5;10;;;2;100007;RARE
151;GREEN;Seed Sower;creature;;6;;1;;;4;6;{gift} - Creates an adjacent forest at random.;;2;100007;COMMON
152;GREEN;Vine Wall;structure;;1;;2;;;;4;"{taunt} {last_words} - Create a forest at random.";;2;101000;COMMON
153;GREEN;Deepwood Grizzly;creature;;5;;1;;;3;8;;;2;100005;COMMON
154;GREEN;Tiki Healer;creature;;5;;2;;;2;6;{gift} - You gain 6 Life.;;0;101000;COMMON
155;GREEN;Ruunin's Shrine;structure;;0;;2;;;;2;"{gift} - Gain {faeria|2}. {last_words} - Your opponent gains {faeria|2}.";;0;101000;EPIC
156;GREEN;Oak Father;creature;;7;;2;;;6;6;{gift} - Gain +0/+1 for each forest you control.;;0;101000;COMMON
157;GREEN;Faeria Tree;structure;;2;;1;;;;1;"{production} - This structure gains +1 Life. When it has 5 or more Life, destroy it and gain {faeria|10}.";;0;101000;EPIC
158;GREEN;Living Willow;creature;;3;;2;;;1;7;{taunt};;0;101000;COMMON
159;GREEN;Wild Growth;event;;2;;1;;;;;Create two forests at random.;;2;100007;RARE
168;GREEN;Primeval Colossus;creature;;16;;2;;;7;14;Costs {faeria|1} less for each special land you have (minimum cost: {faeria|6}).;;0;101000;RARE
169;GREEN;Tethra, Soul of the Wild;creature;;10;;2;;;6;6;"{flying}, {charge|2} {gift} - Give a creature +5/+5.";;0;101000;LEGENDARY
170;GREEN;Wood Elemental;creature;;4;;1;;;3;4;"{taunt} {gift} - Create a forest.";;2;100008;COMMON
171;GREEN;Flowersilk Faerie;creature;;2;;2;;;1;1;"{flying} The first time you draw an event, gain +1/+4, {taunt} and {charge|2}.";;0;101000;EPIC
172;GREEN;Overgrown Tower;structure;;2;;2;;;;3;{activate} - Give a creature +1/+1. Deal 1 damage to this structure.;;0;101000;RARE
173;GREEN;Everbloom Wisp;creature;;4;;2;;;1;2;Whenever you create a forest, gain +1/+1.;;0;101000;RARE
174;GREEN;Spirit of Rebirth;creature;;3;;2;;;3;3;Whenever another friendly creature dies, a random creature in your hand gains +1/+1.;;0;101000;RARE
175;GREEN;Elderwood Embrace;event;;3;;2;;;;;Give a creature +2/+4.;;2;100006;COMMON
176;GREEN;Ruunin's Messenger;creature;;5;;1;;;3;5;"{jump} Whenever this creature attacks a god, add a random green creature to your hand. It costs {faeria|2} less.";;0;101000;EPIC
177;GREEN;Verduran Force;creature;;6;;2;;;7;7;;;2;100005;RARE
178;GREEN;Grove Guardian;creature;;5;;3;;;5;6;{taunt};;2;101000;RARE
179;GREEN;Tarum, the Forest World;creature;;15;;5;;;7;15;"{taunt} {last_words} - Fill the world with forests.";;0;101000;LEGENDARY
180;GREEN;Weeping Idol;structure;;1;;1;;;;3;Whenever you are dealt damage, gain {faeria|1}.;;0;101000;EPIC
181;GREEN;Earthcraft;event;;2;;1;;;;;"Draw a card and {options|Create a forest|Create a lake|Create a mountain|Create a desert} - Create a forest. - Create a lake. - Create a mountain. - Create a desert.";;2;101000;EPIC
182;GREEN;Wild Avenger;creature;;6;;2;;;5;5;"{taunt}, {dash|2} Gain 1 Life for each time you've been dealt damage this game.";;0;101000;RARE
183;GREEN;Ancient Boar;creature;;6;;1;;;4;5;"{dash|2} If you control a creature with 5 Life or more, costs {faeria|2} less.";;2;101000;COMMON
184;GREEN;Ruunin's Guidance;event;;2;;2;;;;;"{options|Give a creature +2/+2.|Gain 5 Life.} - Give a creature +2/+2. - Gain 5 Life.";;0;101000;EPIC
185;GREEN;Voice of Hunger;creature;;5;;2;;;3;5;{gift} - Destroy all adjacent friendly creatures. Gain Attack AND Life equal to their combined Life.;;0;101000;EPIC
186;GREEN;Seedling;creature;;2;;1;;;0;1;{production} - If this creature has less than 5 Life, gain +1/+1.;;2;100008;COMMON
187;GREEN;Eredon, Voice of All;creature;;5;;2;;;3;3;{last_words} - All creatures in your deck and hand gain +1/+1.;;0;101000;LEGENDARY
188;GREEN;Feed the Forest;event;;1;;3;;;;;Destroy a friendly creature to gain faeria equal to its Life and draw a card.;;0;101000;RARE
189;GREEN;Ruunin's Presence;event;;4;;2;;;;;Add a random green creature to your hand. It gains +6/+6.;;0;101000;EPIC
190;GREEN;Ruunin, the Relentless;creature;;5;;3;;;4;4;"{dash|2} {last_words} - Return Ruunin to your hand. She gains +2/+2.";;0;101000;LEGENDARY
191;RED;Underground Brigand;creature;;3;;;2;;2;3;{combat} - Gain {faeria|2}.;;2;100013;COMMON
192;RED;Kobold Warlord;creature;;7;;;1;;5;7;{combat} - A random creature you control gains +3/+0.;;2;100013;COMMON
193;RED;Kobold Warbeast;creature;;4;;;2;;5;4;;;2;100014;COMMON
194;RED;Gift of Steel;event;;3;;;2;;;;Give +3/+0 to a creature. That creature also gains 3 Life if it has a <b>Combat</b> ability.;;2;100014;COMMON
195;RED;Underground Boss;creature;;5;;;2;;3;5;{combat} - Gain {faeria|2}.;;2;100013;COMMON
196;RED;Architect;creature;;2;;;2;;2;2;{gift} - Give a structure +2 Life.;;0;101000;EPIC
197;RED;Exalted Ogre;creature;;5;;;1;;5;5;{gift} - If your opponent has 10 Life or less, gain +2/+2.;;0;101000;COMMON
198;RED;Kobold Barracks;structure;;2;;;2;;;4;Adjacent friendly creatures have +2/+0.;;2;100014;RARE
199;RED;Hate Seed;creature;;7;;;2;;4;4;Costs {faeria|1} less for each creature you have summoned with higher Attack than Life.;;2;101000;COMMON
200;RED;Ogre Battler;creature;;8;;;2;;6;9;{taunt};;2;100015;COMMON
201;RED;Bold Bargainer;creature;;7;;;2;;3;4;{gift} - A random card in your hand costs {faeria|7} less.;;0;101000;COMMON
202;RED;Seifer, Blood Tyrant;creature;;5;;;3;;5;6;When Seifer destroys a creature, he gains Attack and Life equal to the destroyed creature's original Attack and Life.;;0;101000;LEGENDARY
203;RED;Barbarian Ogre;creature;;7;;;2;;7;7;;;0;101000;COMMON
204;RED;Krog, the Ogre King;creature;;12;;;4;;2;12;{combat} - A random card in your hand costs {faeria|7} less.;;0;101000;LEGENDARY
205;RED;Axe Grinder;creature;;3;;;1;;4;3;{gift} - Gain +1/+1 if summoned adjacent to an opponent's well.;;2;100015;RARE
206;RED;Boulder Thrower;creature;;7;;;1;;3;5;"{ranged_attack} When this creature attacks, it also damages each enemy adjacent to the target.";;2;101000;RARE
211;RED;Shedim Brute;creature;;5;;;2;;3;6;{combat} - Deal 2 damage to your opponent.;;2;100016;COMMON
212;RED;Blood Singer;creature;;3;;;2;;2;4;Whenever an enemy creature dies, deal 1 damage to your opponent.;;2;100016;COMMON
213;RED;Seifer's Fodder;creature;;4;;;1;;4;3;{last_words} - Deal 2 damage to your opponent.;;0;101000;COMMON
214;RED;Flame Spitter;creature;;3;;;1;;2;2;{gift} - Deal 1 damage to an enemy.;;2;101000;COMMON
215;RED;Lord of Terror;creature;;6;;;3;;0;6;Whenever your opponent is dealt damage, gain that much Attack.;;0;101000;EPIC
216;RED;Shedim Pest;creature;;4;;;1;;4;3;{gift} - Gain +2/+0 if you have another creature with higher Attack than Life.;;0;101000;RARE
217;RED;Blood Obelisk;structure;;2;;;2;;;2;Whenever an enemy creature dies in combat, deal 1 damage to your opponent and gain {faeria|1}.;;0;101000;RARE
218;RED;Grim Guard;creature;;4;;;2;;2;5;"{taunt} {combat} - Deal 2 damage to your opponent.";;2;100016;RARE
223;RED;Bomb Slinger;creature;;5;;;3;;4;1;{gift} - Deal 4 damage to an adjacent enemy creature or structure.;;0;101000;EPIC
224;RED;Cannon Carrier;creature;;7;;;1;;2;5;{gift} - Give {ranged_attack} to a friendly creature.;;0;101000;EPIC
225;RED;Flame Burst;event;;3;;;2;;;;Deal 3 damage.;;2;101000;RARE
226;RED;Flame Thrower;creature;;3;;;3;;3;2;"{ranged_attack} Whenever this creature attacks a god, deal 1 damage to all enemy creatures.";;0;101000;EPIC
231;RED;Volcanic Colossus;creature;;12;;;2;;7;7;"{ranged_attack} Costs {faeria|1} less for each enemy creature that has died in combat (minimum cost: {faeria|7}).";;0;101000;RARE
232;RED;Garudan, Heart of the Mountain;creature;;10;;;2;;6;6;"{flying}, {charge|2} {gift} - Deal 3 damage to all enemy creatures.";;0;101000;LEGENDARY
233;RED;Fire Elemental;creature;;4;;;1;;5;2;{gift} - Create a mountain.;;2;101000;COMMON
234;RED;Flamesilk Faerie;creature;;2;;;2;;1;1;"{flying} The first time you draw an event, gain +3/+1 and {ranged_attack}.";;0;101000;EPIC
235;RED;Derelict Tower;structure;;3;;;2;;;3;{activate} - Deal 1 damage. Deal 1 damage to this structure.;;0;101000;RARE
236;RED;Bloodfire Wisp;creature;;4;;;2;;1;2;Whenever an enemy creature dies, gain +2/+1.;;0;101000;RARE
237;RED;Groundshaker;creature;;6;;;2;;5;6;{gift} - Deal 1 damage to ALL enemies.;;0;101000;EPIC
238;RED;Firebringer;creature;;4;;;2;;1;1;Gain +1/+1 whenever you summon a creature with higher Attack than Life (while in your deck or hand).;;0;101000;RARE
239;RED;Blazing Salamander;creature;;5;;;2;;2;5;{gift} - Deal 2 damage to all adjacent enemy creatures.;;0;101000;COMMON
240;RED;Bloodstone Sprite;creature;;4;;;1;;4;4;Whenever you harvest from an opponent's well, deal 1 damage to your opponent.;;2;100015;EPIC
241;RED;Seifer's Wrath;event;;2;;;2;;;;Deal 2 damage to a creature. If it dies, deal 2 damage to its controller.;;0;101000;RARE
242;RED;Devouring Plant;structure;;2;;;2;;;5;"{taunt} {production} - Deal 2 damage to adjacent enemy creatures.";;0;101000;COMMON
243;RED;Firebomb;event;;4;;;2;;;;Deal 4 damage to a creature or structure.;;0;101000;COMMON
244;RED;Firestorm;event;;6;;;3;;;;Deal 3 damage to all enemy creatures.;;0;101000;EPIC
245;RED;Battle Rager;creature;;7;;;1;;7;3;Whenever this creature is dealt damage, deal that much damage back to your opponent.;;0;101000;RARE
246;RED;Crumbling Golem;creature;;5;;;1;;7;6;Whenever your opponent summons a creature, deal 1 damage to this Golem.;;0;101000;EPIC
247;RED;Ogre Dance;event;;4;;;2;;;;A random card in your hand costs {faeria|7} less.;;0;101000;COMMON
248;RED;Meteor;event;;12;;;5;;;;Choose a space. Destroy all creatures, structures and lands on, or adjacent to, that space.;;0;101000;EPIC
249;RED;Red Devil;creature;;9;;;2;;6;4;{gift} - Gain {faeria|5}.;;0;101000;COMMON
250;RED;Ignus, the First Flame;creature;;8;;;3;;4;4;Whenever you select +{faeria|1} from the power wheel, deal 4 damage randomly split among enemies.;;0;101000;LEGENDARY
251;YELLOW;Oradrim Monk;creature;;3;;;;2;2;1;"{haste} Whenever this creature attacks a god, draw a card.";;0;101000;RARE
252;YELLOW;Khalim's Prayer;event;;0;;;;2;;;Gain {faeria|2} and draw a card. Play only if you attacked a god this turn. You may pray only once each turn.;;0;101000;RARE
253;YELLOW;Khalim's Follower;creature;;1;;;;2;0;1;"{haste} Gain +2/+0 against gods.";;0;101000;COMMON
254;YELLOW;Oradrim Templar;creature;;3;;;;1;3;3;"{dash|1} Gain +3/+0 against gods.";;0;101000;COMMON
255;YELLOW;Oradrim Sagittarius;creature;;3;;;;2;1;3;"{ranged_attack} Whenever you attack a god, gain {faeria|1}.";;0;101000;EPIC
256;YELLOW;Oradrim Fanatic;creature;;3;;;;2;3;2;"{jump} {gift} - Move a creature you control.";;0;101000;COMMON
257;YELLOW;Desert Twister;event;;0;;;;5;;;Teleport a creature to a desert you control.;;0;101000;EPIC
258;YELLOW;Wind Gate;structure;;1;;;;1;;4;"You can summon creatures on spaces adjacent to this structure. {activate} - Move Wind Gate.";;0;101000;EPIC
259;YELLOW;Malevolent Spirit;creature;;5;;;;1;3;3;{gift} - You drain 2 Life from your opponent.;;2;101000;RARE
260;YELLOW;Khalim, Sky Prodigy;creature;;5;;;;3;3;6;"{flying}, {charge|2} When Khalim attacks a god, add a <b>Khalim's Follower</b> to your hand. It costs {faeria|0}.";;0;101000;LEGENDARY
261;YELLOW;Slaughtering Shadow;creature;;3;;;;1;6;1;;;2;100017;COMMON
262;YELLOW;Deathwish Ghoul;creature;;3;;;;2;3;1;{last_words} - Gain {faeria|2}.;;2;100017;COMMON
263;YELLOW;Last Nightmare;event;;6;;;;3;;;Destroy a creature.;;2;100019;RARE
264;YELLOW;Soul Pact;event;;0;;;;2;;;Gain {faeria|2} and deal 2 damage to yourself.;;2;101000;COMMON
265;YELLOW;Altar of Souls;structure;;2;;;;3;;3;{activate} - Deal 2 damage to yourself and add a 6/1 <b>Slaughtering Shadow</b> to your hand. It costs {faeria|2}.;;0;101000;EPIC
